nome,indirizzo,citta,provincia,nazione,lat,lng
Luis Dreyfus,"Germania, 06886 Lutherstadt Wittenberg, Dessauer Straße 126",Lutherstadt Wittenberg,,,51.8697318,12.5838844
M.B. Mangimi Longiano,"Via Emilia, 47020 Longiano FC, Italia",Longiano,FC,Italia,44.0934592,12.3683015
Maas Refinery,"1e Welplaatdwarsweg 1, 3197 KT Botlek Rotterdam, Paesi Bassi",Botlek Rotterdam,,Paesi Bassi,51.8825118,4.2888243
Maas Tank Rotterdam,"1e Welplaatdwarsweg 3, 3197 Botlek, Paesi Bassi",Botlek,,Paesi Bassi,51.8828143,4.2886385
Maina Fossano,"Via Bra (Tagliata), 109, 12045 Area Produttiva CN, Italia",Area Produttiva,CN,Italia,44.6030754,7.7634489
MAITRES LAITIERS CARENTAN,"1890 Rte Américaine D971, 50500 Méautis, Francia",Méautis,,Francia,49.2983327,-1.2666963
Makofrost Poniatowa,"Szkolna 64, 24-320 Poniatowa, Polonia",24-320 Poniatowa,,Polonia,51.1855211,22.0514951
Mangimi Valmori Predappio,"Via S. Lucia, 13, 47016 Predappio FC, Italia",Predappio,FC,Italia,44.1178018,11.9796211
Mangini Caramelle Bosco Marengo,"Via Asti, 5, 15062 Bosco Marengo AL, Italia",Bosco Marengo,AL,Italia,44.8281441,8.6848645
MARBACHER OELMUEHLE GMBH 71672 MARBACH AM N.,"Daimlerstraße 10-12, 71672 Marbach am Neckar, Germania",Marbach am Neckar,,Germania,48.944428,9.2741805
Marco Polo Aldemayor de San Martin,"Cam. de San Lorenzo, 47162 Aldeamayor de San Martín, Valladolid, Spagna",Aldeamayor de San Martín,Valladolid,Spagna,41.4998968,-4.6221445
MASTROPASQUA INTERNATIONAL 71030 ZAPPONETA(FG) tel 0884/520738,"SP66, Cerignola FG, Italia",Cerignola FG,,Italia,41.4495691,15.9584426
MATER BIOTECH BOTTRIGHE,"Via Antonio Gramsci, 12, 45011 Bottrighe RO, Italia",Bottrighe,RO,Italia,45.0260311,12.0714656
MATRUNITA MEDITERRANEA S.R.L. VADO LIGURE,"Via Trieste, 18, 17047 Vado Ligure SV, Italia",Vado Ligure,SV,Italia,44.264359,8.437458
MAZZOLENI CAPPELLA CANTONE,"Via dell'Industria, 37-29, 26020 Cappella Cantone CR, Italy",Cappella Cantone,CR,Italia,45.2397655,9.8392438
MEDIACO VRAC MARSIGLIA,"467 Chemin du Littoral, 13016 Marsiglia, Francia",Marsiglia,,Francia,43.3476199,5.3407164
MEGA Haldensleben,"Hafenstraße 44A, 39340 Haldensleben, Germania",Haldensleben,,Germania,52.2771634,11.4128278
MEGA 16225 Eberswalde,"Britzer Str. 52A, 16225 Eberswalde, Germania",Eberswalde,,Germania,52.8512006,13.7868128
MEGALE HELLAS SAN PIETRO VERNOTICO,"SP82, 72027 San Pietro Vernotico BR, Italia",San Pietro Vernotico,BR,Italia,40.4916833,17.9834148
MEGGLE WASSERBURG,"Megglestraße 9-7, 83512 Wasserburg am Inn, Germania",Wasserburg am Inn,,Germania,48.0560357,12.1861815
Meierei Barmstedt,"Gebrüderstraße 9, 25355 Barmstedt, Germania",Barmstedt,,Germania,53.7947748,9.7695529
"Meierei Boxlunderweg 2, 25884 Viöl","Süderende, 25884 Viöl, Germany",Viöl,,Germania,54.5679747,9.1655167
Melk Transport Twente B.V Hardenberg,"Loswal 8, 7772 TT Hardenberg, Paesi Bassi",Hardenberg,,Paesi Bassi,52.5592875,6.631946
Menz&Gasser Novaledo,"Via dei Campi, 23, 38050 Novaledo TN, Italia",Novaledo,TN,Italia,46.0250275,11.3752059
MERCUR HANDEL GMBH c/o NATURAL ENERGY WEST - PAUL-BAUMANNSTRASSE 1 45772 MARL,"Paul-Baumann-Straße 3, 45772 Marl, Germania",Marl,,Germania,51.6758043,7.0887182
Mestre Logistica,"Carrer Ceràmica, 11, 08292 Esparreguera, Barcellona, Spagna",Esparreguera,Barcellona,Spagna,41.5249433,1.8788646
MGM MONDO DEL VINO PRIOCCA,"Via Umberto I, 129, 12040 Priocca CN, Italia",Priocca,CN,Italia,44.7871759,8.0631461
MIAVIT Gmbh Essen,"Justus-von-Liebig-Straße, 49632 Essen, Germania",Essen,,Germania,52.7179608,7.9580647
Michelin Italiana Cuneo,"Via Pollino, 59, 12100 Zona Industriale Cartignano CN, Italia",Zona Industriale Cartignano,CN,Italia,44.441209679866,7.5685976322045
Miele Roma via Triburtina,"Via Affile, 44, 00131 Roma RM, Italia",Roma,RM,Italia,41.93433,12.6141575
MIGASA DOS HERMANAS,"N-IV, 41702 Dos Hermanas, Spagna",Dos Hermanas,,Spagna,37.2669219,-5.9251527
MIKO SAINT DIZIER,"9001 Rue Bonnor, 52100 Saint-Dizier, Francia",Saint-Dizier,,Francia,48.653557444622,4.9331823698347
Milchwerk Crailsheim GmbH,"Hardtstraße 15, 74564 Crailsheim, Germania",Crailsheim,,Germania,49.1352928,10.060714
Milcobel Langemark,"Melkerijstraat 10, 8920 Langemark-Poelkapelle, Belgio",Langemark-Poelkapelle,,Belgio,50.9122077,2.9080121
Minniti - Mortara,"Via Albert Einstein, 27036 Mortara PV, Italia",Mortara,PV,Italia,45.2453901,8.7145878
MIRITZ CITRUS INGRE KIRCHGANDERN,"Heiligenstädter Str. 30, 37318 Kirchgandern, Germania",Kirchgandern,,Germania,51.3810456,9.9663276
Moers Frischeprodukte GmbH,"Pferdsweide, 47441 Moers, Germania",Moers,,Germania,51.459150878314,6.6099688933157
Mokate Zory,"Strażacka 48, 44-240 Żory, Polonia",44-240 Żory,,Polonia,50.014162133088,18.715581631895
Molda AG Dahlenburg,"Germania, 21368 Dahlenburg, Gartenstraße 13",Dahlenburg,,,53.1889498,10.7436299
Molino del Genil Ecija,"A-453, 41409 Écija, Provincia di Siviglia, Spagna",Écija,Provincia di Siviglia,Spagna,37.6295115,-5.1325736
MOLKEREI ELSDORF-ROTENBURG eG,"Kampstraße 6, 27404 Elsdorf, Germany",Elsdorf,,Germania,53.2388967,9.3479142
MOLKEREI GROPPER GMBH BISSINGEN,"Kesselfeldstraße 2, 86657 Bissingen, Germania",Bissingen,,Germania,48.7102158,10.628828
Molkerei Leezen,"Meiereistraße 5, 23816 Leezen, Germania",Leezen,,Germania,53.8686535,10.2489018
Molkerei Tittling,"Maseringer Straße 9, 94104 Tittling, Germania",Tittling,,Germania,48.72301,13.3760203
"Molkerei Wiegert GmbH & Co. KG, Am Bahnhof 18, DE-46342 Velen","Am Bahnhof 18, 46342 Velen, Germania",Velen,,Germania,51.8983833,6.9755987
Molkerei Zeulenroda Gmbh,"Triebeser Str., 07937 Zeulenroda-Triebes, Germania",Zeulenroda-Triebes,,Germania,50.6572995,11.9956141
MONDELEZ ATENE,"Agathimerou 203-9, Athina 118 54, Grecia",Athina 118 54,,Grecia,37.9742522,23.7094105
MONDELEZ BERNA,"A1 & E25, 3027 Bern, Svizzera",Bern,,Svizzera,46.9438871,7.3681903
Mondelez Deutchland Lorrach,"Brombacher Straße 37, 79539 Lörrach, Germania",Lörrach,,Germania,47.6179332,7.6690289
MONTANARI & GRUZZA Reggio Emilia,"Via I. Newton, 38, 42124 Reggio Emilia RE, Italia",Reggio Emilia,RE,Italia,44.7402996,10.507971
Montenegro SPA San Lazzaro di Savena,"Via Tomba Forella, 40068 San Lazzaro di Savena BO, Italia",San Lazzaro di Savena,BO,Italia,44.441287,11.4531819
Mota del Cuervo,"C. Cam. del Campo, 27, 16630 Mota del Cuervo, Cuenca, Spagna",Mota del Cuervo,Cuenca,Spagna,39.491736,-2.8855744
MTW Neumunster,"Donaubogen, 24539 Neumünster, Germania",Neumünster,,Germania,54.03632236241,9.988854342413
MUNZER Gmbh Wien,"Zentraltanklager Lobau der OMV, Uferstraße 20, 1220 Wien, Austria",Wien,,Austria,48.1636455,16.520027
N.V. Inex Bavegem,"Meulestraat 19, 9520 Sint-Lievens-Houtem, Belgio",Sint-Lievens-Houtem,,Belgio,50.941897708084,3.8649970875498
Nateoo Marghera deposito di Via Righi,"Via Augusto Righi, 8, 30175 Venezia VE, Italia",Venezia,VE,Italia,45.4646128,12.2633228
Natra Cacao S.L,"Plaça Poligono 26, 114, 46930, Valencia, Spagna",Valencia,,Spagna,39.4681111,-0.5167705
NAVOBI ERMELO,"Jonkheer Doctor C.J. Sandbergweg 7, 3852 PT Ermelo, Paesi Bassi",Ermelo,,Paesi Bassi,52.2858004,5.7311616
NEDERLAND VILADECANS,"Carrer del Noi del Sucre, 53, 08840 Viladecans, Barcelona, Spagna",Viladecans,Barcelona,Spagna,41.3100563,2.0219576
NEG Vini FOGGIA,"Strada Statale 16, 71122 Foggia FG, Italia",Foggia,FG,Italia,41.4023003,15.6187333
Neo Chim Feluy,"Belgio, 7181 Seneffe, Rue Jean Rostand",Seneffe,,,50.5380692,4.2207696
Nestlè Montfort sur Risle,"60-276 Le Moulin de la Mouche, 27290 Saint-Philbert-sur-Risle, Francia",Saint-Philbert-sur-Risle,,Francia,49.2939914,0.6560654
Nestlè Arches,"Le Haut des Prés, 88380 Arches, Francia",Arches,,Francia,48.1208122,6.5244877
Nestlè France Bouè,"14 Rue des Fabriqués, 02450 Boué, Francia",Boué,,Francia,50.0080401,3.6900428
NESTLè ITALIANA SUMMAGA DI PORTOGRUARO,"Via Enrico Mattei, 30026 Portogruaro VE, Italia",Portogruaro,VE,Italia,45.7675308,12.8089766
NESTLè PARMA,"Via Giuseppe Gioacchino Belli, 7/b, 43126 Parma PR, Italia",Parma,PR,Italia,44.8124869,10.3058463
Nestlè York,"86 Wigginton Rd, York, YO31 8JQ, Regno Unito",YO31 8JQ,,Regno Unito,53.976668,-1.0807748
NEW LAT Reggio Emilia,"Via J. F.Kennedy, 16, 42124 Reggio Emilia RE, Italia",Reggio Emilia,RE,Italia,44.708471313021,10.61070552179
NICOLAIT S.A SARREBOURG,"Rue de l'Étang, 57400 Sarrebourg, Francia",Sarrebourg,,Francia,48.7256376,7.044996
Niederrein Gold Moers,"Holderberger Straße, 47447 Moers, Germania",Moers,,Germania,51.4019941,6.6125614
NIGAY SAS FEURS,"233 Chem. du Bout du Monde, 42110 Feurs, Francia",Feurs,,Francia,45.744609114862,4.230533823208
Noblee & Thorl Hamburg,"Germania, 21079 Amburgo, Seehafenstraße 24",Amburgo,,,53.4732888,9.959654
NOVANDIE S.A.,"47 Rue Berrube, 76150 Maromme, Francia",Maromme,,Francia,49.4782052,1.0441423
NOVANDIE SAINT SYMPHORIEN,"D19, 28700 Auneau-Bleury-Saint-Symphorien, Francia",Auneau-Bleury-Saint-Symphorien,,Francia,48.460569974794,1.7533269274963
Novandie Vieil-Moutier,"11 Rte de Lottinghen, 62240 Vieil-Moutier, Francia",Vieil-Moutier,,Francia,50.673960563176,1.9088114428928
Novaol Ravenna,"Via Baiona, 54, 48123 Ravenna RA, Italia",Ravenna,RA,Italia,44.4875998,12.2652328
Novartis Nyon,"Route de l'Etraz 2B, 1197 Prangins, Svizzera",Prangins,,Svizzera,46.3939026,6.2406181
"NS Senora de Encarnacion 23460 Peal de Becerro, Jaén,","Fábrica de Hormigón, 23460 Peal de Becerro, Jaén, Spagna",Peal de Becerro,Jaén,Spagna,37.9190098,-3.1329577
NUESTRA SENORA DE LA CABEZA COOP. HUESA,"Camino del Cementerio, 29, 23487 Huesa, Jaén, Spagna",Huesa,Jaén,Spagna,37.7601423,-3.0797445
NUESTRA SENORA DEL PILAR VILLACARRILLO,"A-6204, 23300 Villacarrillo, Jaén, Spagna",Villacarrillo,Jaén,Spagna,38.1085303,-3.0740318
Nuova Padana Mangimi Piove di Sacco,"SS516, 35020 Sant'angelo di Piove di Sacco PD, Italia",Sant'angelo di Piove di Sacco,PD,Italia,45.3203211,12.002385
NUOVA SILV 00040 LANUVIO,"Via Cisternense, 17, 00040 Aprilia LT, Italia",Aprilia,LT,Italia,41.6359939,12.6675612
Nutkao Govone,"Italia, 12040 Govone CN, Zona Industriale",Govone,CN,,44.7808492,8.0952997
Nutricia Zoetermeer,"Waterzuiveringsweg, 2712 ZA Zoetermeer, Paesi Bassi",Zoetermeer,,Paesi Bassi,52.0466451,4.5012101
NUTRISWISS AG.,"Industriering 30, 3250 Lyss, Svizzera",Lyss,,Svizzera,47.091245,7.3073145
OLAM COCOA KOOG AN DE ZAAN,"Paesi Bassi, 1544 Koog aan de Zaan, Stationsstraat 54",Koog aan de Zaan,,,52.4700109,4.8086252
OLAM Cocoa Mannheim,"Am Salzkai 5, 68159 Mannheim, Germania",Mannheim,,Germania,49.496895,8.4613498
OLAM COCOA WORMER,"Veerdijk 14, 1531 Wormer, Paesi Bassi",Wormer,,Paesi Bassi,52.4887256,4.8068317
"Old Farmhouse, Brick Kiln Hill, Boxford,","Old Farmhouse, Brick Kiln Hill, Boxford, Sudbury CO10 5NY, Regno Unito",Sudbury CO10 5NY,,Regno Unito,52.009214,0.8580055
Olearia del Garda Bardolino,"Largo del Casel, 19, 37011 Bardolino VR, Italia",Bardolino,VR,Italia,45.5441256,10.7377801
Oleicola Ilercavonia,"C-12, 43750 Flix, Provincia di Tarragona, Spagna",Flix,Provincia di Tarragona,Spagna,41.2372801,0.5470193
Oleificio Barbi Brescia,"Via degli Stampatori, 27, 25127 Brescia BS, Italia",Brescia,BS,Italia,45.555216,10.1990881
Oleificio di Moniga - Moniga del Garda,"Via Namponti, 3A, 25080 Moniga del Garda BS, Italia",Moniga del Garda,BS,Italia,45.5284233,10.5326446
Oleificio di San Giorno,"Via Ettore Majorana, 19, 33058 Zona Industriale Aussa Corno UD, Italia",Zona Industriale Aussa Corno,UD,Italia,45.7781841,13.2375625
Oleificio IBROS,"Calle Comandante Espadas, 23450 Ibros, Spagna",Ibros,,Spagna,38.0210602,-3.5063336
Oleificio Manzoni Vailate,"Via Lombardia, 4, 24040 Calvenzano BG, Italia",Calvenzano,BG,Italia,45.4737812,9.5975152
Oleificio Medio Piave Fontanelle di Oderzo,"Italia, 31043 Fontanelle TV, Via Calstorta, 125-127",Fontanelle TV,Via Calstorta,,45.7873554,12.4696341
Oleificio Roybon,"100 Impasse Grandjean, 38940 Roybon, Francia",Roybon,,Francia,45.259442,5.2407985
Oleificio Zucchi Cremona,"Via Acquaviva, 16, 26100 Cremona CR, Italia",Cremona,CR,Italia,45.1479504,9.9526652
Olenex Brake,"Nordstrasse 40, 26919 Brake",Nordstrasse 40,,,53.34613,8.49238
Olenex Rotterdam,"Vondelingenplaat 50, 3196 Vondelingenplaat, Paesi Bassi",Vondelingenplaat,,Paesi Bassi,51.8878717,4.3329353
OLEO GUADALORA,"Diseminado Diseminados, 13, 14740, Córdoba, Spagna",Córdoba,,Spagna,37.8030303,-5.2742021
OLEO VERDE S.L VILLANUEVA DE ALGAIDAS,"Lugar Matagallar, 1, 29310 Villanueva de Algaidas, Málaga, Spagna",Villanueva de Algaidas,Málaga,Spagna,37.176814,-4.4553831
OLEON NV ERTVELDE,"Weg zonder naam, 9940 Evergem, Belgio",Evergem,,Belgio,51.181046354647,3.7855800601189
Oleon Oelegem,"Vaartstraat 220, 2520 Ranst, Belgio",Ranst,,Belgio,51.2073354,4.5898993
OLEON VENETTE,"513 Ancien Port À Bois, 60280 Venette, Francia",Venette,,Francia,49.4067315,2.7941173
Oleosyn BIO,"4 Rue Jean Devaux, 79100 Thouars, Francia",Thouars,,Francia,46.9965078,-0.1999219
Oleum Oudenaarde,"Pontstraat, 9700 Oudenaarde, Belgio",Oudenaarde,,Belgio,50.832735437746,3.589271951307
OLFOOD BORGO SAN GIACOMO,"Strada per i Castelletti, 25022 Borgo San Giacomo BS, Italia",Borgo San Giacomo,BS,Italia,45.3413855,9.9911723
Olicaf S.Stefano di Zimella,"Via dell'Artigianato, 24, 37040 Zimella VR, Italia",Zimella,VR,Italia,45.3588589,11.3421832
Olio Viola Bardolino,"Via Molini, 7, 37011 Bardolino VR, Italia",Bardolino,VR,Italia,45.546493954272,10.733012586565
ORGANIC OILS MUGNANO,"Viale Trasimeno, 78, 06063 PG, Italia",PG,,Italia,43.0606665,12.2133224
ORLEN Południe S.A. TRZEBINIA,"Fabryczna 22, 32-540 Trzebinia, Polonia",32-540 Trzebinia,,Polonia,50.1622759,19.4458903
Owoc Łącki Koncentraty Olszana,"Olszana 270, 33-386, Polonia",33-386,,Polonia,49.5750372,20.5178906
PADANIA ALIMENTI CASALMAGGIORE,"Via Enrico Fermi, 79, 26041 Casalmaggiore CR, Italia",Casalmaggiore,CR,Italia,44.9773042,10.4324041
"Palsgaard 7130 Juelsminde, Danimarca","Palsgaardvej, 7130 Juelsminde, Danimarca",Juelsminde,,Danimarca,55.7513328,10.022516
PANAVI S.A. TORCE,"D777, 35370 Étrelles, Francia",Étrelles,,Francia,48.0772466,-1.2593088
PARAMELT VEENDAM B.V.,"Paesi Bassi, 9641 Veendam, Adriaan Tripweg 25",Veendam,,,53.101053,6.8889653
Parcheggio Barry Verbania,"Corso Europa, 45, 28922 Pallanza VB, Italia",Pallanza,VB,Italia,45.927391500793,8.5625649801104
PARMALAT Collecchio,"Via Milano, 43044 Collecchio PR, Italia",Collecchio,PR,Italia,44.757563732317,10.205363215551
PARMOVO,"Sacchetta Strada Sabbiata, 43052 Colorno PR, Italia",Colorno,PR,Italia,44.9520125,10.384204
PASSINA PRODUCTS B.V BREDA,"Belcrumweg 7, 4815 HA Breda, Paesi Bassi",Breda,,Paesi Bassi,51.5975516,4.7690643
PASTIFICIO RANA PARATICO,"Via Vanzago, 1, 25030 Paratico BS, Italia",Paratico,BS,Italia,45.6498974,9.9410264
PATRIMONIO COMUNAL OLIVARE ESPELUY,"Av de la Libertad, 1, 23628 Espelúy, Jaén, Spagna",Espelúy,Jaén,Spagna,38.0117453,-3.834075
"Patrimonio Olivarero de Atarfe,","18230, Ctra. Pinos Puente, 18, Atarfe, Granada, Spagna",Granada,,Spagna,37.2181838,-3.6971795
PBI FRUIT JUICE COMPANY N.V. ZEEBRUGGE,"Jozef Verschaveweg 100, 8380 Bruges, Belgio",Bruges,,Belgio,51.3164735,3.2115018
PELLEGRINI SPA RONCA',"Viale dell'Industria, 4, 37030 Roncà VR, Italia",Roncà,VR,Italia,45.477035,11.2993965
Pellegrini Este,"Via Atheste, 38D, 35042 Este PD, Italia",Este,PD,Italia,45.2194568,11.6760358
PERFETTI WEERT,"Graafschap Hornelaan 130, 6004 HT Weert, Paesi Bassi",Weert,,Paesi Bassi,51.2603765,5.723577
PERFETTI BREDA,"Zoete Inval 8, 4815 NC Breda, Paesi Bassi",Breda,,Paesi Bassi,51.5965618,4.7520373
PERFETTI LAINATE,"Via A. Clerici, 30, 20045 Lainate MI, Italia",Lainate,MI,Italia,45.5769117,9.0314052
PERNIGOTTI NOVI LIGURE,"Via IV Novembre, 31, 15067 Novi Ligure AL, Italia",Novi Ligure,AL,Italia,44.7695278,8.7867346
Pernod Ricard Canelli,"SP42, 62-28, 14053 Canelli AT, Italia",Canelli,AT,Italia,44.713410776265,8.2861227759086
PESA COLONIA,"Fettenweg 3, 50829 Köln, Germania",Köln,,Germania,50.969286,6.8660008
Pesa cooperativa APT,"1062 Av. de Lançon, 84400 Apt, Francia",Apt,,Francia,43.886049983532,5.3734830043158
PESA HUNINGUE,"1 Weil am Rhein Center-Huningue BPG, 68330 Huningue, Francia",Huningue,,Francia,47.597039,7.5911863
PESA PALMA DEL RIO,"Fuente Palmera, 1, 14700 Palma del Río, Córdoba, Spagna",Palma del Río,Córdoba,Spagna,37.7018923,-5.2612596
PESA PER AMBRA CHOCOLATE,"C.so Asti, 24/A, 12051 Alba CN, Italia",Alba,CN,Italia,44.7147352,8.0317851
Pesa per Diana Eiprodukte Bonn,"Am Dickobskreuz 11a, 53121 Bonn, Germania",Bonn,,Germania,50.7362831,7.0751977
PESA PER DOSSO,"Via Statale, 9-39, 44047 San Carlo FE, Italia",San Carlo,FE,Italia,44.8016828,11.4146038
PESA PER TULIP EDE,"Max Planckstraat 17, 6716 BD Ede, Paesi Bassi",Ede,,Paesi Bassi,52.0314538,5.6268025
PESA PER WALCOR,"Via G. Feroldi, 18, 25026 Pontevico BS, Italia",Pontevico,BS,Italia,45.268774786887,10.093516010357
PESA PUBBLICA,"Delmenhorster Straße 12, 50735 Köln, Germania",Köln,,Germania,50.99973,6.95285
Pfeifer & Langen GmbH,"An den Sieben Stücken 2, 06420 Könnern, Germany",Könnern,,Germania,51.6992367,11.758571
PFP BIODIESEL CASTENEDOLO,"Via Industriale, 13, 25014 Castenedolo BS, Italia",Castenedolo,BS,Italia,45.4801856,10.2835133
Philip Morris Crespellano,"Philip Morris, 40056 Valsamoggia BO, Italia",Valsamoggia,BO,Italia,44.551687395681,11.160475107726
Philipp A. N. Köhler GmbH Hainburg,"Herderstraße 31-33, 63512 Hainburg, Germania",Hainburg,,Germania,50.0751414,8.9586075
PHOSPOLIPID GMBH COLONIA,"Rath-Mengenicher Weg 76, 50829 Köln, Germania",Köln,,Germania,50.978848,6.8544031
Pietro Coricelli S.p.A. Spoleto,"Località Madonna di Lugo, 44, 06049 Spoleto PG, Italia",Spoleto,PG,Italia,42.7738146,12.7533609
Plauen Vogtlandmilch GmbH,"Pausaer Str. 167, 08525 Plauen, Germania",Plauen,,Germania,50.5202412,12.1138748
Polch /Griesson De Beukelaer GMBH,"Otto-Hahn-Straße 1, 56751 Polch, Germania",Polch,,Germania,50.305367716344,7.3221315138211
Polmlek Raciaz,"Zawoda 48, 09-140 Raciąż, Polonia",09-140 Raciąż,,Polonia,52.783677,20.1313709
Polynt Spa Cavaglià,"Via Abate Bertone, 10, 13881 Cavaglia' BI, Italia",Cavaglia',BI,Italia,45.386922192247,8.1220498931523
Polysistem Monfalcone,"Italia, 34074 Monfalcone GO, Via Timavo, 74",Monfalcone GO,Via Timavo,,45.7927319,13.5580894
POWEROIL ROSTOCK,"Am Düngemittelkai 5, 18147 Rostock, Germania",Rostock,,Germania,54.1537557,12.1199878
Praxis Marchena,"A-380, 41620 Marchena, Spagna",Marchena,,Spagna,37.3352822,-5.4236227
Pregnitzer Chemie Wittenberge,"Zur Hafenspitze 15, 19322 Wittenberge, Germania",Wittenberge,,Germania,52.9873477,11.7773505
Probicasa Calasparra,"Diseminado Pantano Alfonso XIII, 65, 30420, Murcia, Spagna",Murcia,,Spagna,38.228102690512,-1.6917511611902
PRODALIM HOLLAND B.V.,"Vierhavensstraat 30, 3029 BE Rotterdam, Paesi Bassi",Rotterdam,,Paesi Bassi,51.9075644,4.437913
PRODIA ST AMOUR,"Au Vernay, 39160 Nanc-lès-Saint-Amour, Francia",Nanc-lès-Saint-Amour,,Francia,46.4196971,5.3188765
Progeo - Sorbara,"Via Ravarino Carpi, 192-194, 41030 Sorbara MO, Italia",Sorbara,MO,Italia,44.7498713,11.0043655
"PROGRESSO AGRICOLO, CRECCHIO","SS538, 66030 Arielli CH, Italia",Arielli,CH,Italia,42.2690439,14.3249949
PROVENCE HUILES 82056 VITROLLES (FR),"25 Avenue de Rome, 13127 Vitrolles, Francia",Vitrolles,,Francia,43.4358578,5.2487065
PUNICA Hamburg,"Reiherstieg-Hauptdeich 39, 21107 Amburgo, Germania",Amburgo,,Germania,53.5096683,9.9765805
Quaranta Caravaggio,"Via Leonardo da Vinci, 221, 24043 Caravaggio BG, Italia",Caravaggio,BG,Italia,45.4808315,9.6522936
"QUIRANTE FRUITS 03350 COX, Alicante (E)","Lugar Diseminado Cox, 166A, 03350, Alicante, Spagna",Alicante,,Spagna,38.1547886,-0.9090363
Raffael Montoro Inferiore,"Strada Provinciale 90, 83025 Montoro Inferiore AV, Italia",Montoro Inferiore,AV,Italia,40.8197375,14.7748353
Ravazzi Orio al Serio,"Viale Lombardia, 10, 24050 Orio Center BG, Italia",Orio Center,BG,Italia,45.6634493,9.6890757
REFINERIA ANDALUZA ALCOLEA,"N-IV, 14610 Córdoba, Spagna",Córdoba,,Spagna,37.9315545,-4.6535378
Refresco Benelux,bodegraven europaweg 6,,,,52.0705424,4.7446291
REFRESCO CASLINO AL PIANO,"Via alla Fonte, 13, 22071 Caslino al Piano CO, Italia",Caslino al Piano,CO,Italia,45.7064358,9.038717
REFRESCO DEUTCHLAND HERRATH,"Ringstraße 7, 41189 Mönchengladbach, Germania",Mönchengladbach,,Germania,51.1019411,6.3611026
REFRESCO FRANCE S.A. NUITS SAINT GEORGES,"33 Rue Paul Paqueriaud, 21700 Nuits-Saint-Georges, Francia",Nuits-Saint-Georges,,Francia,47.1282715,4.9620563
REFRESCO FRANCE S.A. LE QUESNOY,"Chem. du Vivier À Prêtres, 59530 Le Quesnoy, Francia",Le Quesnoy,,Francia,50.2574103,3.6271353
refresco Marges,"Charbonneux et Layat, 26260 Marges, Francia",Marges,,Francia,45.1319052,5.0252194
RENEWABLE ENERGY GROUP SUDLOHN,"Daimlerstraße 10, 46354 Südlohn, Germania",Südlohn,,Germania,51.936746,6.8238115
REPSOL LA CANONJA,"Carrer d'Entrevies, 15D, 43110 La Canonja, Tarragona, Spagna",La Canonja,Tarragona,Spagna,41.1098768,1.1904746
Repsol La Pobla,"Carrer Sant Plàcid, 49, 43760 El Morell, Provincia di Tarragona, Spagna",El Morell,Provincia di Tarragona,Spagna,41.1928792,1.2205033
Repsol Puertollano,"CR-504, Complejo Industrial Repsol, 13500 Puertollano, Spagna",Puertollano,,Spagna,38.6804874,-4.0567904
RFG Raiffeisen Flüssigfutter GmbH Hans-Böckler-Straße 27 D 59348 Lüdinghausen,"Hans-Böckler-Straße 27, 59348 Lüdinghausen, Germania",Lüdinghausen,,Germania,51.7605065,7.4273661
Ricerche Sperimentali Montale - Pistoia,"Autostrada Firenze-Mare, 51100 Pistoia PT, Italia",Pistoia,PT,Italia,43.9071476,10.9489857
Riedel Ede,"Frankeneng 12, 6717 AG Ede, Paesi Bassi",Ede,,Paesi Bassi,52.0315133,5.6474769
Rigoni di Asiago Foza (VI),"Via Gecchelini, 36010 Foza VI, Italia",Foza,VI,Italia,45.8972134,11.6281176
Riha WeserGold Rinteln,"Behrenstraße 44-64, 31737 Rinteln, Germany",Rinteln,,Germania,52.1695267,9.0869913
RIHO Dodewaard,"Paesi Bassi, 6669 Dodewaard, Voorenswei 6",Dodewaard,,,51.9165635,5.650005
RIHO NIJMEGEN,"Nijverheidsweg 53, 6541 CL Nijmegen, Paesi Bassi",Nijmegen,,Paesi Bassi,51.8489516,5.8218871
Roana Cereali,"Via Mario Malfatto, 44, 45100 Rovigo RO, Italia",Rovigo,RO,Italia,45.0406575,11.8282824
ROQUETTE CASSANO SPINOLA,"V. Serravalle, 26, 15063 Cassano Spinola AL, Italia",Cassano Spinola,AL,Italia,44.7592197,8.8552073
Roquette Laisa España Benifaio,"Av. Jaume I, 1, 46450 Benifaió, Valencia, Spagna",Benifaió,Valencia,Spagna,39.2842242,-0.4321833
ROQUETTE LESTREM,"60 Impasse de la Roquette, 59253 La Gorgue, Francia",La Gorgue,,Francia,50.63346,2.6846335
Royal Chocolates Mol,"Postelarenweg 229, 2400 Mol, Belgio",Mol,,Belgio,51.1907804,5.0950106
Royal VIV Buisman,"Pluimersdijk 1, 7021 HW Zelhem, Paesi Bassi",Zelhem,,Paesi Bassi,52.0033586,6.3563563
RUBIS 76380 Val de Haye,"50 Avenue de Quenneport, 76380 Val-de-la-Haye, Francia",Val-de-la-Haye,,Francia,49.3924658,1.0084293
Ruiz Canela Aguilar de la Frontera,"Autovía de Málaga, 14550 Montilla, Spagna",Montilla,,Spagna,37.542105,-4.6551026
Rynkeby Foods A/S Vestergade 30 DK-5750 Ringe,"Vestergade 30, 5750 Ringe, Denmark",Ringe,,Danimarca,55.2331142,10.4734807
S.a.m.o.,"Bas de la Madeleine, 86110 Mirebeau, Francia",Mirebeau,,Francia,46.787764478055,0.17014953457708
